ID,Drug1,Drug2,cell_line,Bliss,classification
243437,CHEMBL277800,ADM HYDROCHLORIDE,CCRF-CEM,-9.75,antagonism
243438,PEMETREXED,NSC256439,U251,-11,antagonism
243439,URACIL MUSTARD,NSC256439,786-0,-3.95,antagonism
243440,PIPOBROMAN,ADM HYDROCHLORIDE,HS 578T,-6.38,antagonism
243441,TOPOTECAN HYDROCHLORIDE,ADM HYDROCHLORIDE,CCRF-CEM,-22.12,antagonism
243442,GEMZAR (LILLY),ADM HYDROCHLORIDE,CCRF-CEM,-9.45,antagonism
243443,NSC141540,NSC256439,HOP-62,-4.19,antagonism
243444,DACARBAZINE,NSC256439,786-0,-3.35,antagonism
243445,METHOXSALEN,NSC256439,786-0,-3.95,antagonism
243446,BORTEZOMIB,ADM HYDROCHLORIDE,SW-620,-9.56,antagonism
243447,RUXOLITINIB,NSC256439,OVCAR-8,4.83,synergy
243448,ARSENIC TRIOXIDE,ADM HYDROCHLORIDE,MDA-MB-435,-3.7,antagonism
243449,NSC 85998,ADM HYDROCHLORIDE,MDA-MB-231,-10.12,antagonism
243450,BENDAMUSTINE HYDROCHLORIDE,NSC256439,HCT-15,3.59,synergy
243451,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,HS 578T,5.74,synergy
243452,NSC733504,NSC256439,OVCAR-8,-3.33,antagonism
243453,ADM HYDROCHLORIDE,NSC256439,786-0,-7.82,antagonism
243454,BLEOMYCIN,ADM HYDROCHLORIDE,MDA-MB-231,-13.9,antagonism
243455,GEMZAR (LILLY),ADM HYDROCHLORIDE,ACHN,-14.7,antagonism
243456,TEMOZOLOMIDE,ADM HYDROCHLORIDE,K-562,-5.19,antagonism
243457,TOPOTECAN HYDROCHLORIDE,ADM HYDROCHLORIDE,ACHN,-12.53,antagonism
243458,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC256439,U251,-4.69,antagonism
243459,NSC-127716,ADM HYDROCHLORIDE,MDA-MB-231,-5.34,antagonism
243460,CHEMBL277800,ADM HYDROCHLORIDE,ACHN,-3.29,antagonism
243461,SUNITINIB,ADM HYDROCHLORIDE,CCRF-CEM,-4.76,antagonism
243462,NSC-127716,NSC256439,786-0,5.98,synergy
243463,FULVESTRANT,NSC256439,U251,-3.32,antagonism
243464,IXABEPILONE,ADM HYDROCHLORIDE,CCRF-CEM,-5.27,antagonism
243465,LENALIDOMIDE,ADM HYDROCHLORIDE,CCRF-CEM,7.72,synergy
243466,NILOTINIB,ADM HYDROCHLORIDE,CCRF-CEM,5.36,synergy
243467,CYTARABINE HYDROCHLORIDE,ADM HYDROCHLORIDE,HS 578T,-16.34,antagonism
243468,THALIDOMIDE,NSC256439,786-0,6.34,synergy
243469,GEFITINIB,NSC256439,U251,-3.12,antagonism
243470,VINCRISTINE SULFATE,NSC256439,786-0,4.82,synergy
243471,PIPOBROMAN,ADM HYDROCHLORIDE,IGROV1,-9.82,antagonism
243472,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,HS 578T,-3.88,antagonism
243473,AZACYTIDINE,ADM HYDROCHLORIDE,MDA-MB-231,-3.52,antagonism
243474,PAZOPANIB HYDROCHLORIDE,NSC256439,U251,-5.15,antagonism
243475,CHEMBL17639,ADM HYDROCHLORIDE,MDA-MB-231,-14.46,antagonism
243476,CARBOPLATIN,NSC256439,OVCAR-8,-3.97,antagonism
243477,MEGESTROL ACETATE,NSC256439,786-0,4.34,synergy
243478,SUNITINIB,NSC256439,U251,4.62,synergy
243479,DOCETAXEL,ADM HYDROCHLORIDE,ACHN,-3.92,antagonism
243480,DAUNORUBICIN HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-435,3.19,synergy
243481,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,MDA-MB-435,-12.16,antagonism
243482,5-FU,NSC256439,SK-MEL-5,-7.94,antagonism
243483,NSC733504,ADM HYDROCHLORIDE,CCRF-CEM,-8.02,antagonism
243484,HYDROXYUREA,NSC256439,SK-MEL-5,5.24,synergy
243485,AMIFOSTINE,ADM HYDROCHLORIDE,A498,7.29,synergy
243486,DAUNORUBICIN HYDROCHLORIDE,NSC256439,786-0,11.77,synergy
243487,ANASTROZOLE,ADM HYDROCHLORIDE,CCRF-CEM,-3.49,antagonism
243488,LETROZOLE,ADM HYDROCHLORIDE,CCRF-CEM,-3.19,antagonism
243489,FULVESTRANT,ADM HYDROCHLORIDE,CCRF-CEM,-7.81,antagonism
243490,AXITINIB,NSC256439,OVCAR-8,8.25,synergy
243491,CELECOXIB,ADM HYDROCHLORIDE,CCRF-CEM,-3.89,antagonism
243492,CISPLATINO,ADM HYDROCHLORIDE,MDA-MB-231,-5.53,antagonism
243493,TENIPOSIDE,ADM HYDROCHLORIDE,MDA-MB-231,-18.8,antagonism
243494,TRETINOIN,ADM HYDROCHLORIDE,MDA-MB-231,-3.06,antagonism
243495,ACTINOMYCIN D,ADM HYDROCHLORIDE,IGROV1,18.36,synergy
243496,CRIZOTINIB,NSC256439,OVCAR-8,6.19,synergy
243497,PRALATREXATE,NSC256439,OVCAR-8,-4.64,antagonism
243498,NSC707389,ADM HYDROCHLORIDE,CCRF-CEM,-13.23,antagonism
243499,CABAZITAXEL,NSC256439,OVCAR-8,-11.37,antagonism
243500,DAUNORUBICIN HYDROCHLORIDE,NSC256439,SK-MEL-5,4.64,synergy
243501,DEXRAZOXANE,NSC256439,HCT-15,-10.43,antagonism
243502,ROMIDEPSIN,NSC256439,OVCAR-8,-7.35,antagonism
243503,MITOTANE,ADM HYDROCHLORIDE,MDA-MB-435,-5.9,antagonism
243504,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,MDA-MB-231,-10.17,antagonism
243505,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ADM HYDROCHLORIDE,CCRF-CEM,-5.4,antagonism
243506,EXEMESTANE,ADM HYDROCHLORIDE,CCRF-CEM,3.01,synergy
243507,TOPOTECAN HYDROCHLORIDE,NSC256439,OVCAR-4,-6.37,antagonism
243508,VANDETANIB,NSC256439,OVCAR-8,8.85,synergy
243509,IXABEPILONE,NSC256439,U251,-4.84,antagonism
243510,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,MDA-MB-435,13.5,synergy
243511,5-FU,ADM HYDROCHLORIDE,MDA-MB-231,-6.61,antagonism
243512,VANDETANIB,NSC256439,SNB-19,5.89,synergy
243513,ANTIBIOTIC AY 22989,NSC256439,HCT-15,12.35,synergy
243514,ERLOTINIB HYDROCHLORIDE,NSC256439,OVCAR-8,4.07,synergy
243515,ACTINOMYCIN D,ADM HYDROCHLORIDE,MDA-MB-231,15.15,synergy
243516,CABAZITAXEL,NSC256439,SNB-19,-9.91,antagonism
243517,THIOTEPA,ADM HYDROCHLORIDE,MDA-MB-231,-3.48,antagonism
243518,PROCARBAZINE HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-435,-3.8,antagonism
243519,NSC707389,NSC256439,OVCAR-8,-3.17,antagonism
243520,PACLITAXEL,NSC256439,SK-MEL-5,-5.32,antagonism
243521,PIPOBROMAN,ADM HYDROCHLORIDE,MDA-MB-231,-7.45,antagonism
243522,THALIDOMIDE,NSC256439,SK-MEL-5,4.5,synergy
243523,VINCRISTINE SULFATE,NSC256439,SK-MEL-5,5.91,synergy
243524,EMCYT (PHARMACIA),NSC256439,T-47D,10.86,synergy
243525,MITOXANTRONE,ADM HYDROCHLORIDE,K-562,-7.16,antagonism
243526,DACARBAZINE,ADM HYDROCHLORIDE,MDA-MB-231,-5.71,antagonism
243527,METHOXSALEN,ADM HYDROCHLORIDE,MDA-MB-231,-5,antagonism
243528,TEMOZOLOMIDE,NSC256439,786-0,3.48,synergy
243529,PEMETREXED,NSC256439,OVCAR-8,-8.13,antagonism
243530,PEMETREXED,ADM HYDROCHLORIDE,CCRF-CEM,-14.43,antagonism
243531,AXITINIB,NSC256439,SNB-19,4.06,synergy
243532,URACIL MUSTARD,ADM HYDROCHLORIDE,MDA-MB-231,-5.25,antagonism
243533,EMCYT (PHARMACIA),ADM HYDROCHLORIDE,CCRF-CEM,6.04,synergy
243534,ZOLINZA,ADM HYDROCHLORIDE,CCRF-CEM,-8.05,antagonism
243535,HYDROXYUREA,ADM HYDROCHLORIDE,MDA-MB-435,3.44,synergy
243536,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-231,-10.26,antagonism
243537,NAVELBINE DITARTRATE (TN),ADM HYDROCHLORIDE,SR,-19.67,antagonism
243538,PLICAMYCIN,ADM HYDROCHLORIDE,MDA-MB-231,10.4,synergy
243539,PIPOBROMAN,ADM HYDROCHLORIDE,MDA-MB-435,-5.68,antagonism
243540,CYCLOPHOSPHAMIDE,ADM HYDROCHLORIDE,MDA-MB-435,-3.34,antagonism
243541,THIOTEPA,ADM HYDROCHLORIDE,IGROV1,4.25,synergy
243542,ZOLINZA,ADM HYDROCHLORIDE,ACHN,-4.71,antagonism
243543,BENDAMUSTINE HYDROCHLORIDE,NSC256439,SF-268,-3.75,antagonism
243544,NAVELBINE DITARTRATE (TN),NSC256439,OVCAR-4,4.3,synergy
243545,VINBLASTINE SULFATE,NSC256439,SK-MEL-5,-5.68,antagonism
243546,GEMZAR (LILLY),ADM HYDROCHLORIDE,SR,-16.16,antagonism
243547,ACTINOMYCIN D,ADM HYDROCHLORIDE,MDA-MB-435,16.41,synergy
243548,PEMETREXED,ADM HYDROCHLORIDE,ACHN,-4.35,antagonism
243549,TOPOTECAN HYDROCHLORIDE,ADM HYDROCHLORIDE,SR,-31.61,antagonism
243550,CYTARABINE HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-231,-10.35,antagonism
243551,LAPATINIB,NSC256439,T-47D,15.99,synergy
243552,CHEMBL277800,ADM HYDROCHLORIDE,SR,-3.37,antagonism
243553,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC256439,OVCAR-8,-3.98,antagonism
243554,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,MDA-MB-231,-4.85,antagonism
243555,URACIL MUSTARD,NSC256439,SK-MEL-5,5.48,synergy
243556,SN-38,ADM HYDROCHLORIDE,SW-620,-11.2,antagonism
243557,NSC707389,ADM HYDROCHLORIDE,ACHN,-4.7,antagonism
243558,CELECOXIB,NSC256439,OVCAR-8,3.41,synergy
243559,ANTIBIOTIC AD 32,NSC256439,HOP-62,-4.29,antagonism
243560,ANTIBIOTIC AD 32,NSC256439,HCT-15,6.49,synergy
243561,CO-V,ADM HYDROCHLORIDE,OVCAR-4,-3.32,antagonism
243562,MITOTANE,ADM HYDROCHLORIDE,MDA-MB-231,-8.39,antagonism
243563,CELECOXIB,ADM HYDROCHLORIDE,ACHN,-3.58,antagonism
243564,34793-34-5,ADM HYDROCHLORIDE,SW-620,-7.62,antagonism
243565,FULVESTRANT,ADM HYDROCHLORIDE,ACHN,-3.63,antagonism
243566,CARBOPLATIN,NSC256439,HCT-15,-6.46,antagonism
243567,PAZOPANIB HYDROCHLORIDE,NSC256439,OVCAR-8,-3.25,antagonism
243568,PLICAMYCIN,ADM HYDROCHLORIDE,MDA-MB-435,11.02,synergy
243569,CHEMBL17639,ADM HYDROCHLORIDE,OVCAR-5,-10.94,antagonism
243570,DOCETAXEL,ADM HYDROCHLORIDE,SR,-7.03,antagonism
243571,AZACYTIDINE,ADM HYDROCHLORIDE,OVCAR-5,-4.25,antagonism
243572,SN-38,NSC256439,U251,-9.99,antagonism
243573,ERLOTINIB HYDROCHLORIDE,ADM HYDROCHLORIDE,ACHN,-7.83,antagonism
243574,CABAZITAXEL,NSC256439,MOLT-4,-4.5,antagonism
243575,BLEOMYCIN,ADM HYDROCHLORIDE,OVCAR-5,-12.85,antagonism
243576,DASATINIB,NSC256439,OVCAR-8,11.83,synergy
243577,PACLITAXEL,ADM HYDROCHLORIDE,OVCAR-5,-6.81,antagonism
243578,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,MDA-MB-231,4.19,synergy
243579,EXEMESTANE,ADM HYDROCHLORIDE,ACHN,-5.34,antagonism
243580,RALOXIFENE,NSC256439,T-47D,3.64,synergy
243581,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ADM HYDROCHLORIDE,ACHN,-4.57,antagonism
243582,EMCYT (PHARMACIA),NSC256439,OVCAR-8,11.35,synergy
243583,NSC-127716,ADM HYDROCHLORIDE,OVCAR-5,-3.91,antagonism
243584,ZOLEDRONIC ACID,NSC256439,IGROV1,3.66,synergy
243585,CRIZOTINIB,NSC256439,MOLT-4,-15.56,antagonism
243586,VISMODEGIB,NSC256439,MOLT-4,-3.88,antagonism
243587,DOCETAXEL,NSC256439,U251,-4.69,antagonism
243588,PRALATREXATE,NSC256439,MOLT-4,-7.9,antagonism
243589,TENIPOSIDE,ADM HYDROCHLORIDE,OVCAR-5,-6.2,antagonism
243590,TRETINOIN,ADM HYDROCHLORIDE,OVCAR-5,-4.56,antagonism
243591,AXITINIB,NSC256439,MOLT-4,-5.2,antagonism
243592,DASATINIB,ADM HYDROCHLORIDE,ACHN,6.99,synergy
243593,VINCRISTINE SULFATE,NSC256439,M14,7.24,synergy
243594,NSC733504,ADM HYDROCHLORIDE,ACHN,-5.83,antagonism
243595,VANDETANIB,ADM HYDROCHLORIDE,CCRF-CEM,3.03,synergy
243596,VINCRISTINE SULFATE,ADM HYDROCHLORIDE,IGROV1,9.07,synergy
243597,CABAZITAXEL,ADM HYDROCHLORIDE,CCRF-CEM,-12.26,antagonism
243598,NILOTINIB,NSC256439,OVCAR-8,9.33,synergy
243599,METHOTREXATE,ADM HYDROCHLORIDE,MDA-MB-435,-27.08,antagonism
243600,MECHLORETHAMINE HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-435,-5.24,antagonism
243601,MERCAPTOPURINE,ADM HYDROCHLORIDE,MDA-MB-435,-6.24,antagonism
243602,THIOGUANINE,ADM HYDROCHLORIDE,MDA-MB-435,-4.41,antagonism
243603,MEGESTROL ACETATE,NSC256439,M14,5.84,synergy
243604,34793-34-5,NSC256439,U251,-4.81,antagonism
243605,LAPATINIB,NSC256439,OVCAR-8,8.15,synergy
243606,BLEOMYCIN,NSC256439,M14,-5.33,antagonism
243607,THALIDOMIDE,ADM HYDROCHLORIDE,IGROV1,-4.31,antagonism
243608,QUINACRINE HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-435,-6.85,antagonism
243609,IMATINIB,ADM HYDROCHLORIDE,ACHN,3.33,synergy
243610,BORTEZOMIB,NSC256439,U251,-3.69,antagonism
243611,RUXOLITINIB,ADM HYDROCHLORIDE,K-562,-3.06,antagonism
243612,ADM HYDROCHLORIDE,NSC256439,M14,-3.54,antagonism
243613,MEGESTROL ACETATE,ADM HYDROCHLORIDE,OVCAR-5,4.21,synergy
243614,VISMODEGIB,ADM HYDROCHLORIDE,CCRF-CEM,-4.02,antagonism
243615,MELPHALAN HYDROCHLORIDE,ADM HYDROCHLORIDE,MDA-MB-435,5.12,synergy
243616,CHEMBL17639,ADM HYDROCHLORIDE,A549,-4.87,antagonism
243617,CRIZOTINIB,ADM HYDROCHLORIDE,CCRF-CEM,-14.77,antagonism
243618,PRALATREXATE,ADM HYDROCHLORIDE,CCRF-CEM,-6.72,antagonism
243619,TRIETHYLENEMELAMINE,ADM HYDROCHLORIDE,MDA-MB-435,-3.06,antagonism
243620,IXABEPILONE,ADM HYDROCHLORIDE,ACHN,-6.4,antagonism
243621,ROMIDEPSIN,ADM HYDROCHLORIDE,CCRF-CEM,-12.42,antagonism
243622,ADM HYDROCHLORIDE,ADM HYDROCHLORIDE,A549,-3.59,antagonism
243623,ABIRATERONE,ADM HYDROCHLORIDE,ACHN,3.78,synergy
243624,BLEOMYCIN,ADM HYDROCHLORIDE,A549,-11.89,antagonism
243625,DAUNORUBICIN HYDROCHLORIDE,NSC256439,M14,4.24,synergy
243626,PACLITAXEL,ADM HYDROCHLORIDE,A549,-7.16,antagonism
243627,NSC-127716,ADM HYDROCHLORIDE,A549,-4.42,antagonism
243628,ARSENIC TRIOXIDE,ADM HYDROCHLORIDE,OVCAR-5,-5.73,antagonism
243629,CABAZITAXEL,NSC256439,IGROV1,-3.54,antagonism
243630,LAPATINIB,ADM HYDROCHLORIDE,ACHN,9.5,synergy
243631,ROMIDEPSIN,NSC256439,IGROV1,4.38,synergy
243632,CRIZOTINIB,ADM HYDROCHLORIDE,K-562,-16.47,antagonism
243633,VANDETANIB,NSC256439,IGROV1,-6.98,antagonism
243634,AXITINIB,ADM HYDROCHLORIDE,ACHN,-5.4,antagonism
243635,PRALATREXATE,ADM HYDROCHLORIDE,ACHN,-10.29,antagonism
243636,AXITINIB,ADM HYDROCHLORIDE,K-562,-12.36,antagonism
243637,ROMIDEPSIN,ADM HYDROCHLORIDE,ACHN,-12.97,antagonism
243638,MEGESTROL ACETATE,ADM HYDROCHLORIDE,MDA-MB-468,3.2,synergy
243639,MEGESTROL ACETATE,ADM HYDROCHLORIDE,OVCAR3,3.23,synergy
243640,PRALATREXATE,ADM HYDROCHLORIDE,K-562,-12.71,antagonism
243641,CRIZOTINIB,ADM HYDROCHLORIDE,ACHN,-5.39,antagonism
243642,ANTIBIOTIC AY 22989,ADM HYDROCHLORIDE,MDA-MB-435,9.71,synergy
243643,CHEMBL277800,BORTEZOMIB,KM12,4.13,synergy
243644,VANDETANIB,ADM HYDROCHLORIDE,K-562,-8.97,antagonism
243645,CRIZOTINIB,NSC256439,IGROV1,-3.58,antagonism
243646,NSC707389,ADM HYDROCHLORIDE,786-0,-3.22,antagonism
243647,PRALATREXATE,NSC256439,IGROV1,-6.35,antagonism
243648,CABAZITAXEL,ADM HYDROCHLORIDE,K-562,-12.99,antagonism
243649,TENIPOSIDE,ADM HYDROCHLORIDE,A549,-13.26,antagonism
243650,LOMUSTINE,NSC256439,M14,-4.52,antagonism
243651,DAUNORUBICIN HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR-5,3.78,synergy
243652,ARSENIC TRIOXIDE,ADM HYDROCHLORIDE,MDA-MB-468,-4.63,antagonism
243653,ZOLINZA,ADM HYDROCHLORIDE,SR,-5.5,antagonism
243654,EMCYT (PHARMACIA),ADM HYDROCHLORIDE,SR,7.52,synergy
243655,PEMETREXED,NSC256439,IGROV1,-7.01,antagonism
243656,LOMUSTINE,ADM HYDROCHLORIDE,IGROV1,-5.75,antagonism
243657,PEMETREXED,ADM HYDROCHLORIDE,SR,-20.25,antagonism
243658,DOCETAXEL,ADM HYDROCHLORIDE,IGROV1,-6.76,antagonism
243659,MITOTANE,NSC256439,M14,-6.78,antagonism
243660,ANTIBIOTIC AY 22989,ADM HYDROCHLORIDE,SK-OV-3,16.68,synergy
243661,RUXOLITINIB,NSC256439,MOLT-4,3.66,synergy
243662,NSC 85998,ADM HYDROCHLORIDE,MDA-MB-468,4.02,synergy
243663,MEGESTROL ACETATE,ADM HYDROCHLORIDE,A549,9.55,synergy
243664,DAUNORUBICIN HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR3,4.73,synergy
243665,SN-38,NSC256439,OVCAR-8,-6.03,antagonism
243666,MITOTANE,ADM HYDROCHLORIDE,OVCAR-5,-4.91,antagonism
243667,NSC733504,ADM HYDROCHLORIDE,K-562,5.21,synergy
243668,NSC707389,NSC256439,IGROV1,-4.64,antagonism
243669,DASATINIB,ADM HYDROCHLORIDE,K-562,-20.51,antagonism
243670,EXEMESTANE,NSC256439,IGROV1,13.87,synergy
243671,ARSENIC TRIOXIDE,ADM HYDROCHLORIDE,A549,-3.76,antagonism
243672,CABAZITAXEL,ADM HYDROCHLORIDE,ACHN,-13.38,antagonism
243673,LETROZOLE,NSC256439,IGROV1,3.97,synergy
243674,FULVESTRANT,NSC256439,IGROV1,4.17,synergy
243675,CELECOXIB,NSC256439,IGROV1,-4.51,antagonism
243676,LAPATINIB,NSC256439,MOLT-4,5.06,synergy
243677,EXEMESTANE,ADM HYDROCHLORIDE,SR,4.23,synergy
243678,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ADM HYDROCHLORIDE,SR,-4.57,antagonism
243679,VINBLASTINE SULFATE,ADM HYDROCHLORIDE,OVCAR-5,-4.51,antagonism
243680,IXABEPILONE,NSC256439,MOLT-4,5.87,synergy
243681,LETROZOLE,ADM HYDROCHLORIDE,786-0,4.6,synergy
243682,DAUNORUBICIN HYDROCHLORIDE,ADM HYDROCHLORIDE,A549,6.23,synergy
243683,NSC707389,ADM HYDROCHLORIDE,SR,-13,antagonism
243684,CYTARABINE HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR-5,-18.84,antagonism
243685,LAPATINIB,ADM HYDROCHLORIDE,K-562,9.83,synergy
243686,AMIFOSTINE,ADM HYDROCHLORIDE,CCRF-CEM,3.12,synergy
243687,AZACYTIDINE,ADM HYDROCHLORIDE,MDA-MB-468,-10.38,antagonism
243688,CELECOXIB,ADM HYDROCHLORIDE,SR,-3.56,antagonism
243689,EMCYT (PHARMACIA),NSC256439,MOLT-4,5.56,synergy
243690,ZOLINZA,NSC256439,MOLT-4,-5.7,antagonism
243691,AMIFOSTINE,NSC256439,HOP-92,14.18,synergy
243692,ELOXATIN (TN) (SANOFI SYNTHELAB),ADM HYDROCHLORIDE,MDA-MB-231,-9.85,antagonism
243693,CELECOXIB,ADM HYDROCHLORIDE,786-0,-3.58,antagonism
243694,URACIL MUSTARD,NSC256439,M14,-7.76,antagonism
243695,IXABEPILONE,ADM HYDROCHLORIDE,K-562,4.14,synergy
243696,RALOXIFENE,ADM HYDROCHLORIDE,K-562,7.74,synergy
243697,PACLITAXEL,ADM HYDROCHLORIDE,OVCAR3,-12.72,antagonism
243698,NILOTINIB,ADM HYDROCHLORIDE,K-562,7.42,synergy
243699,PACLITAXEL,ADM HYDROCHLORIDE,MDA-MB-468,-5.78,antagonism
243700,DASATINIB,ADM HYDROCHLORIDE,SR,4.31,synergy
243701,BLEOMYCIN,ADM HYDROCHLORIDE,OVCAR3,-8.32,antagonism
243702,DASATINIB,NSC256439,IGROV1,28.42,synergy
243703,NSC733504,ADM HYDROCHLORIDE,SR,-3.8,antagonism
243704,THIOTEPA,NSC256439,M14,4.02,synergy
243705,PAZOPANIB HYDROCHLORIDE,ADM HYDROCHLORIDE,K-562,4.76,synergy
243706,NSC-127716,ADM HYDROCHLORIDE,MDA-MB-468,-16.75,antagonism
243707,ADM HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR3,3.1,synergy
243708,LOMUSTINE,ADM HYDROCHLORIDE,OVCAR-5,-3.5,antagonism
243709,IMATINIB,NSC256439,MOLT-4,-3.44,antagonism
243710,BORTEZOMIB,NSC256439,SNB-19,-8.02,antagonism
243711,IMATINIB,ADM HYDROCHLORIDE,K-562,-14.77,antagonism
243712,DASATINIB,NSC256439,MOLT-4,5.98,synergy
243713,THALIDOMIDE,ADM HYDROCHLORIDE,OVCAR-5,5.46,synergy
243714,CISPLATINO,ADM HYDROCHLORIDE,MDA-MB-468,-3.03,antagonism
243715,MITOTANE,ADM HYDROCHLORIDE,A549,-5.62,antagonism
243716,CARMUSTINE,ADM HYDROCHLORIDE,MDA-MB-231,-5.65,antagonism
243717,PAZOPANIB HYDROCHLORIDE,NSC256439,IGROV1,4.57,synergy
243718,34793-34-5,NSC256439,SNB-19,-5.88,antagonism
243719,CYTARABINE HYDROCHLORIDE,NSC256439,M14,-5.97,antagonism
243720,MITOXANTRONE,NSC256439,786-0,7.39,synergy
243721,PEMETREXED,ADM HYDROCHLORIDE,K-562,-14,antagonism
243722,TENIPOSIDE,ADM HYDROCHLORIDE,OVCAR3,-5.05,antagonism
243723,TENIPOSIDE,ADM HYDROCHLORIDE,MDA-MB-468,-8.06,antagonism
243724,TRETINOIN,ADM HYDROCHLORIDE,MDA-MB-468,-3.47,antagonism
243725,SUNITINIB,NSC256439,IGROV1,5.55,synergy
243726,PAZOPANIB HYDROCHLORIDE,NSC256439,MOLT-4,3.82,synergy
243727,ZOLEDRONIC ACID,ADM HYDROCHLORIDE,SR,-3.94,antagonism
243728,ACTINOMYCIN D,ADM HYDROCHLORIDE,OVCAR-5,9.04,synergy
243729,SORAFENIB,ADM HYDROCHLORIDE,SR,-4.09,antagonism
243730,LENALIDOMIDE,ADM HYDROCHLORIDE,SR,3.33,synergy
243731,RALOXIFENE,ADM HYDROCHLORIDE,SR,4.79,synergy
243732,RALOXIFENE,NSC256439,IGROV1,3.66,synergy
243733,PIPOBROMAN,ADM HYDROCHLORIDE,OVCAR-5,-6.65,antagonism
243734,NSC707389,NSC256439,T-47D,-6.76,antagonism
243735,ZOLINZA,ADM HYDROCHLORIDE,K-562,-4.6,antagonism
243736,PLICAMYCIN,NSC256439,M14,13.6,synergy
243737,ABIRATERONE,ADM HYDROCHLORIDE,SR,-8.84,antagonism
243738,DOCETAXEL,NSC256439,SNB-19,-7.18,antagonism
243739,MITOXANTRONE,NSC256439,MCF7,3.36,synergy
243740,LAPATINIB,NSC256439,IGROV1,15.7,synergy
243741,CYTARABINE HYDROCHLORIDE,ADM HYDROCHLORIDE,A549,-7.17,antagonism
243742,SUNITINIB,ADM HYDROCHLORIDE,SR,5.16,synergy
243743,ACTINOMYCIN D,ADM HYDROCHLORIDE,MDA-MB-468,17.67,synergy
243744,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,OVCAR-5,-7.92,antagonism
243745,ANASTROZOLE,NSC256439,MOLT-4,4.76,synergy
243746,5-FU,ADM HYDROCHLORIDE,OVCAR-5,-17.42,antagonism
243747,MELPHALAN HYDROCHLORIDE,NSC256439,M14,8.29,synergy
243748,MITOXANTRONE,ADM HYDROCHLORIDE,CCRF-CEM,-11.85,antagonism
243749,ACTINOMYCIN D,ADM HYDROCHLORIDE,OVCAR3,15.32,synergy
243750,QUINACRINE HYDROCHLORIDE,NSC256439,M14,-8.02,antagonism
243751,PIPOBROMAN,ADM HYDROCHLORIDE,MDA-MB-468,-5.64,antagonism
243752,CHLORAMBUCIL,NSC256439,M14,6.09,synergy
243753,5-FLUORO-2\'-DEOXYURIDINE,ADM HYDROCHLORIDE,MDA-MB-468,-3.01,antagonism
243754,SN-38,NSC256439,SNB-19,-10.97,antagonism
243755,ACTINOMYCIN D,NSC256439,M14,11.27,synergy
243756,BENDAMUSTINE HYDROCHLORIDE,ADM HYDROCHLORIDE,CCRF-CEM,-6.98,antagonism
243757,CYCLOPHOSPHAMIDE,ADM HYDROCHLORIDE,OVCAR3,6.34,synergy
243758,AMINOLEVULINIC ACID HYDROCHLORIDE,ADM HYDROCHLORIDE,OVCAR-5,-6.96,antagonism
243759,MITOXANTRONE,ADM HYDROCHLORIDE,ACHN,10.91,synergy
243760,ALLOPURINOL,NSC256439,M14,6.23,synergy
243761,METHOTREXATE,NSC256439,M14,-18.77,antagonism
243762,BUSULFAN,NSC256439,M14,-3.31,antagonism
243763,MECHLORETHAMINE HYDROCHLORIDE,NSC256439,M14,-6.04,antagonism
243764,THIOGUANINE,NSC256439,M14,-4.41,antagonism
243765,MERCAPTOPURINE,NSC256439,M14,-3.59,antagonism
243766,NSC141540,ADM HYDROCHLORIDE,CCRF-CEM,-7.76,antagonism
243767,NSC733504,NSC256439,U251,-8.04,antagonism
