cell_line,drugA_name,drugB_name,mean_bliss,tissue
SKMES1,MK-4541,CARBOPLATIN,-5.725,lung
SKMES1,MK-4541,CYCLOPHOSPHAMIDE,7.416666666666667,lung
SKMES1,MK-4541,DASATINIB,-4.3500000000000005,lung
SKMES1,MK-4541,DEXAMETHASONE,-5.605,lung
SKMES1,MK-4541,DINACICLIB,-6.835,lung
SKMES1,MK-4541,DOXORUBICIN,4.34,lung
SKMES1,MK-4541,ETOPOSIDE,-9.91,lung
SKMES1,MK-4541,GELDANAMYCIN,4.38,lung
SKMES1,MK-4541,GEMCITABINE,-4.165,lung
SKMES1,MK-4541,LAPATINIB,-3.22,lung
SKMES1,MK-4541,METFORMIN,-7.115,lung
SKMES1,MK-4541,METHOTREXATE,-6.29,lung
SKMES1,MK-4541,MITOMYCINE,-3.09,lung
SKMES1,MK-4541,MK-2206,4.85,lung
SKMES1,MK-4541,MK-4827,-6.532500000000001,lung
SKMES1,MK-4541,MK-5108,-7.34,lung
SKMES1,MK-4541,MK-8669,-5.066666666666666,lung
SKMES1,MK-4541,MK-8776,-3.8833333333333333,lung
SKMES1,MK-4541,MRK-003,-4.85,lung
SKMES1,MK-4541,OXALIPLATIN,-7.6475,lung
SKMES1,MK-4541,PACLITAXEL,-0.7250000000000001,lung
SKMES1,MK-4541,PD325901,-4.15,lung
SKMES1,MK-4541,SN-38,-3.3275,lung
SKMES1,MK-4541,SORAFENIB,8.485,lung
SKMES1,MK-4541,SUNITINIB,-4.63,lung
SKMES1,MK-4541,TEMOZOLOMIDE,-7.095,lung
SKMES1,MK-4541,TOPOTECAN,1.105,lung
SKMES1,MK-4541,VINBLASTINE,-8.0925,lung
SKMES1,MK-4541,VINORELBINE,-4.695,lung
SKMES1,MK-4541,ZOLINZA,5.11,lung
SKMES1,MK-4827,ABT-888,-6.203333333333333,lung
SKMES1,MK-4827,BEZ-235,6.236666666666667,lung
SKMES1,MK-4827,DASATINIB,-4.06,lung
SKMES1,MK-4827,DINACICLIB,7.92,lung
SKMES1,MK-4827,GELDANAMYCIN,3.8150000000000004,lung
SKMES1,MK-4827,MK-2206,8.016666666666667,lung
SKMES1,MK-4827,MK-8669,11.62,lung
SKMES1,MK-4827,OXALIPLATIN,-8.41,lung
SKMES1,MK-4827,PD325901,-9.3675,lung
SKMES1,MK-4827,SN-38,16.465,lung
SKMES1,MK-4827,SORAFENIB,6.3475,lung
SKMES1,MK-4827,TOPOTECAN,17.855,lung
SKMES1,MK-5108,DASATINIB,-4.55,lung
SKMES1,MK-5108,DINACICLIB,-4.343333333333333,lung
SKMES1,MK-5108,ERLOTINIB,-7.25,lung
SKMES1,MK-5108,MK-2206,-3.835,lung
SKMES1,MK-5108,MK-4827,-3.575,lung
SKMES1,MK-5108,MK-8669,-6.984999999999999,lung
SKMES1,MK-5108,OXALIPLATIN,-6.0175,lung
SKMES1,MK-5108,PD325901,-6.9075,lung
SKMES1,MK-5108,SN-38,-5.343333333333334,lung
SKMES1,MK-5108,SORAFENIB,5.22,lung
SKMES1,MK-5108,TOPOTECAN,4.003333333333333,lung
SKMES1,MK-8669,BEZ-235,21.4775,lung
SKMES1,MK-8669,DINACICLIB,-3.29,lung
SKMES1,MK-8669,GELDANAMYCIN,6.720000000000001,lung
SKMES1,MK-8669,OXALIPLATIN,-5.495,lung
SKMES1,MK-8669,SN-38,4.723333333333334,lung
SKMES1,MK-8669,SORAFENIB,14.844999999999999,lung
SKMES1,MRK-003,5-FU,-7.733333333333334,lung
SKMES1,MRK-003,ABT-888,4.84,lung
SKMES1,MRK-003,AZD1775,6.29,lung
SKMES1,MRK-003,BEZ-235,4.483333333333333,lung
SKMES1,MRK-003,BORTEZOMIB,-5.3,lung
SKMES1,MRK-003,CARBOPLATIN,-1.22,lung
SKMES1,MRK-003,CYCLOPHOSPHAMIDE,5.82,lung
SKMES1,MRK-003,DASATINIB,6.36,lung
SKMES1,MRK-003,DEXAMETHASONE,-4.08,lung
SKMES1,MRK-003,DINACICLIB,3.13,lung
SKMES1,MRK-003,ETOPOSIDE,3.7133333333333334,lung
SKMES1,MRK-003,GELDANAMYCIN,4.1075,lung
SKMES1,MRK-003,L778123,-3.16,lung
SKMES1,MRK-003,LAPATINIB,6.8,lung
SKMES1,MRK-003,METFORMIN,5.865,lung
SKMES1,MRK-003,METHOTREXATE,-4.93,lung
SKMES1,MRK-003,MITOMYCINE,-6.33,lung
SKMES1,MRK-003,MK-2206,6.515,lung
SKMES1,MRK-003,MK-4827,4.576666666666667,lung
SKMES1,MRK-003,MK-5108,-4.7,lung
SKMES1,MRK-003,MK-8669,7.452500000000001,lung
SKMES1,MRK-003,MK-8776,4.57,lung
SKMES1,MRK-003,OXALIPLATIN,-8.66,lung
SKMES1,MRK-003,PACLITAXEL,8.629999999999999,lung
SKMES1,MRK-003,PD325901,-4.17,lung
SKMES1,MRK-003,SN-38,4.904999999999999,lung
SKMES1,MRK-003,SORAFENIB,14.555,lung
SKMES1,MRK-003,SUNITINIB,6.3375,lung
SKMES1,MRK-003,TEMOZOLOMIDE,-2.283333333333333,lung
SKMES1,MRK-003,TOPOTECAN,15.755,lung
SKMES1,MRK-003,VINBLASTINE,8.576666666666666,lung
SKMES1,MRK-003,VINORELBINE,5.235,lung
SKMES1,MRK-003,ZOLINZA,7.875,lung
SKMES1,OXALIPLATIN,DINACICLIB,-3.4450000000000003,lung
SKMES1,OXALIPLATIN,MK-8776,-3.88,lung
SKMES1,OXALIPLATIN,SORAFENIB,-3.33,lung
SKMES1,PACLITAXEL,ABT-888,5.595,lung
SKMES1,PACLITAXEL,AZD1775,3.4000000000000004,lung
SKMES1,PACLITAXEL,BEZ-235,3.9099999999999997,lung
SKMES1,PACLITAXEL,DASATINIB,1.1933333333333334,lung
SKMES1,PACLITAXEL,GELDANAMYCIN,4.57,lung
SKMES1,PACLITAXEL,L778123,7.4875,lung
SKMES1,PACLITAXEL,LAPATINIB,7.7375,lung
SKMES1,PACLITAXEL,MK-2206,6.890000000000001,lung
SKMES1,PACLITAXEL,MK-5108,3.81,lung
SKMES1,PACLITAXEL,MK-8669,5.739999999999999,lung
SKMES1,PACLITAXEL,PD325901,-4.405,lung
SKMES1,PACLITAXEL,SORAFENIB,4.4625,lung
SKMES1,PACLITAXEL,SUNITINIB,3.98,lung
SKMES1,PACLITAXEL,TEMOZOLOMIDE,5.9,lung
SKMES1,PACLITAXEL,ZOLINZA,6.725,lung
SKMES1,PD325901,ABT-888,-6.843333333333334,lung
SKMES1,PD325901,BEZ-235,4.6850000000000005,lung
SKMES1,PD325901,BORTEZOMIB,-3.07,lung
SKMES1,PD325901,DASATINIB,4.88,lung
SKMES1,PD325901,DINACICLIB,-9.6775,lung
SKMES1,PD325901,MK-8669,-0.44500000000000006,lung
SKMES1,PD325901,MK-8776,-3.85,lung
SKMES1,PD325901,OXALIPLATIN,-5.8925,lung
SKMES1,PD325901,SN-38,-5.95,lung
SKMES1,PD325901,SORAFENIB,5.4,lung
SKMES1,PD325901,TOPOTECAN,-5.026666666666666,lung
SKMES1,SN-38,MK-8776,-3.41,lung
SKMES1,SN-38,SORAFENIB,12.807500000000001,lung
SKMES1,SORAFENIB,DINACICLIB,5.983333333333333,lung
SKMES1,SORAFENIB,MK-8776,-9.38,lung
SKMES1,SUNITINIB,ABT-888,5.84,lung
SKMES1,SUNITINIB,AZD1775,5.5575,lung
SKMES1,SUNITINIB,BEZ-235,12.0825,lung
SKMES1,SUNITINIB,BORTEZOMIB,3.23,lung
SKMES1,SUNITINIB,DASATINIB,4.78,lung
SKMES1,SUNITINIB,DINACICLIB,2.026666666666667,lung
SKMES1,SUNITINIB,ERLOTINIB,8.95,lung
SKMES1,SUNITINIB,GELDANAMYCIN,6.975,lung
SKMES1,SUNITINIB,LAPATINIB,7.0525,lung
SKMES1,SUNITINIB,MK-2206,8.79,lung
SKMES1,SUNITINIB,MK-5108,-4.7675,lung
SKMES1,SUNITINIB,MK-8669,11.8575,lung
SKMES1,SUNITINIB,OXALIPLATIN,-6.565,lung
SKMES1,SUNITINIB,PD325901,5.63,lung
SKMES1,SUNITINIB,SN-38,12.05,lung
SKMES1,SUNITINIB,TEMOZOLOMIDE,8.41,lung
SKMES1,SUNITINIB,TOPOTECAN,4.645,lung
SKMES1,TEMOZOLOMIDE,ABT-888,11.27,lung
SKMES1,TEMOZOLOMIDE,AZD1775,10.087499999999999,lung
SKMES1,TEMOZOLOMIDE,BEZ-235,9.625,lung
SKMES1,TEMOZOLOMIDE,DASATINIB,-6.010000000000001,lung
SKMES1,TEMOZOLOMIDE,ERLOTINIB,-3.7,lung
SKMES1,TEMOZOLOMIDE,GELDANAMYCIN,3.05,lung
SKMES1,TEMOZOLOMIDE,LAPATINIB,-4.15,lung
SKMES1,TEMOZOLOMIDE,MK-4827,24.52,lung
SKMES1,TEMOZOLOMIDE,MK-5108,-5.2875000000000005,lung
SKMES1,TEMOZOLOMIDE,MK-8669,10.1725,lung
SKMES1,TEMOZOLOMIDE,OXALIPLATIN,-6.824999999999999,lung
SKMES1,TEMOZOLOMIDE,PD325901,-7.475,lung
SKMES1,TEMOZOLOMIDE,SN-38,-4.08,lung
SKMES1,TEMOZOLOMIDE,SORAFENIB,12.525,lung
SKMES1,TEMOZOLOMIDE,TOPOTECAN,2.3125,lung
SKMES1,TOPOTECAN,BEZ-235,5.1125,lung
SKMES1,TOPOTECAN,MK-8776,-3.97,lung
SKMES1,TOPOTECAN,SORAFENIB,13.3675,lung
SKMES1,VINBLASTINE,ABT-888,-4.9575,lung
SKMES1,VINBLASTINE,AZD1775,-3.5300000000000002,lung
SKMES1,VINBLASTINE,BEZ-235,4.8125,lung
SKMES1,VINBLASTINE,BORTEZOMIB,-3.375,lung
SKMES1,VINBLASTINE,DASATINIB,-4.9675,lung
SKMES1,VINBLASTINE,DINACICLIB,-8.513333333333334,lung
SKMES1,VINBLASTINE,ERLOTINIB,4.78,lung
SKMES1,VINBLASTINE,GELDANAMYCIN,-4.51,lung
SKMES1,VINBLASTINE,L778123,5.7524999999999995,lung
SKMES1,VINBLASTINE,MK-2206,-3.835,lung
SKMES1,VINBLASTINE,MK-4827,-5.085,lung
SKMES1,VINBLASTINE,MK-5108,3.22,lung
SKMES1,VINBLASTINE,MK-8669,3.6533333333333338,lung
SKMES1,VINBLASTINE,MK-8776,-3.83,lung
SKMES1,VINBLASTINE,PD325901,-4.773333333333333,lung
SKMES1,VINBLASTINE,SORAFENIB,8.1225,lung
SKMES1,VINBLASTINE,SUNITINIB,-3.865,lung
SKMES1,VINBLASTINE,TEMOZOLOMIDE,-14.275,lung
SKMES1,VINBLASTINE,ZOLINZA,-0.27,lung
SKMES1,VINORELBINE,ABT-888,4.45,lung
SKMES1,VINORELBINE,BEZ-235,0.9400000000000001,lung
SKMES1,VINORELBINE,DINACICLIB,5.51,lung
SKMES1,VINORELBINE,ERLOTINIB,4.335,lung
SKMES1,VINORELBINE,LAPATINIB,3.6166666666666667,lung
SKMES1,VINORELBINE,MK-2206,3.7750000000000004,lung
SKMES1,VINORELBINE,MK-4827,-3.48,lung
SKMES1,VINORELBINE,MK-5108,-3.8449999999999998,lung
SKMES1,VINORELBINE,PD325901,-9.66,lung
SKMES1,VINORELBINE,SORAFENIB,8.725,lung
SKMES1,VINORELBINE,SUNITINIB,4.215,lung
SKMES1,VINORELBINE,ZOLINZA,4.8075,lung
SKMES1,ZOLINZA,ABT-888,5.71,lung
SKMES1,ZOLINZA,AZD1775,12.0625,lung
SKMES1,ZOLINZA,BEZ-235,8.713333333333333,lung
SKMES1,ZOLINZA,BORTEZOMIB,6.4875,lung
SKMES1,ZOLINZA,DASATINIB,-8.785,lung
SKMES1,ZOLINZA,ERLOTINIB,4.59,lung
SKMES1,ZOLINZA,GELDANAMYCIN,-5.6925,lung
SKMES1,ZOLINZA,GEMCITABINE,3.7466666666666666,lung
SKMES1,ZOLINZA,LAPATINIB,4.41,lung
SKMES1,ZOLINZA,MK-2206,9.98,lung
SKMES1,ZOLINZA,MK-5108,-3.54,lung
SKMES1,ZOLINZA,MK-8669,4.745,lung
SKMES1,ZOLINZA,MK-8776,6.717499999999999,lung
SKMES1,ZOLINZA,OXALIPLATIN,6.68,lung
SKMES1,ZOLINZA,PD325901,-7.0575,lung
SKMES1,ZOLINZA,SN-38,7.896666666666666,lung
SKMES1,ZOLINZA,SORAFENIB,6.4975,lung
SKMES1,ZOLINZA,TEMOZOLOMIDE,9.3175,lung
SKMES1,ZOLINZA,TOPOTECAN,5.7425,lung
SKOV3,5-FU,ABT-888,5.8066666666666675,ovary
SKOV3,5-FU,AZD1775,6.92,ovary
SKOV3,5-FU,BEZ-235,5.325,ovary
SKOV3,5-FU,BORTEZOMIB,2.72,ovary
SKOV3,5-FU,DASATINIB,-3.71,ovary
SKOV3,5-FU,DINACICLIB,5.365,ovary
SKOV3,5-FU,ERLOTINIB,4.77,ovary
SKOV3,5-FU,GELDANAMYCIN,5.81,ovary
SKOV3,5-FU,L778123,10.893333333333333,ovary
SKOV3,5-FU,LAPATINIB,3.96,ovary
SKOV3,5-FU,MK-4827,-6.625,ovary
SKOV3,5-FU,MK-5108,7.5975,ovary
SKOV3,5-FU,MK-8669,6.6725,ovary
SKOV3,5-FU,MK-8776,6.206666666666667,ovary
SKOV3,5-FU,PD325901,-3.24,ovary
SKOV3,5-FU,SORAFENIB,11.382000000000001,ovary
SKOV3,5-FU,SUNITINIB,10.776,ovary
SKOV3,5-FU,TEMOZOLOMIDE,6.6825,ovary
SKOV3,5-FU,ZOLINZA,4.605,ovary
SKOV3,ABT-888,BEZ-235,9.65,ovary
SKOV3,ABT-888,DINACICLIB,8.07,ovary
SKOV3,ABT-888,GELDANAMYCIN,3.38,ovary
SKOV3,ABT-888,MK-8669,7.483333333333333,ovary
SKOV3,ABT-888,MK-8776,4.046666666666667,ovary
SKOV3,ABT-888,SN-38,5.994999999999999,ovary
SKOV3,ABT-888,SORAFENIB,16.075,ovary
SKOV3,ABT-888,TOPOTECAN,-4.58,ovary
SKOV3,AZD1775,ABT-888,5.283333333333334,ovary
SKOV3,AZD1775,BEZ-235,10.82,ovary
SKOV3,AZD1775,DASATINIB,4.53,ovary
SKOV3,AZD1775,DINACICLIB,5.25,ovary
SKOV3,AZD1775,ERLOTINIB,5.01,ovary
SKOV3,AZD1775,GELDANAMYCIN,3.16,ovary
SKOV3,AZD1775,LAPATINIB,6.746666666666667,ovary
SKOV3,AZD1775,MK-2206,8.9275,ovary
SKOV3,AZD1775,MK-4827,4.97,ovary
SKOV3,AZD1775,MK-5108,14.305,ovary
SKOV3,AZD1775,MK-8669,13.0875,ovary
SKOV3,AZD1775,MK-8776,28.8775,ovary
SKOV3,AZD1775,SN-38,9.9275,ovary
SKOV3,AZD1775,SORAFENIB,14.71,ovary
SKOV3,AZD1775,TOPOTECAN,5.0,ovary
SKOV3,BEZ-235,DINACICLIB,5.577500000000001,ovary
SKOV3,BEZ-235,MK-8776,7.026666666666666,ovary
SKOV3,BEZ-235,OXALIPLATIN,7.57,ovary
SKOV3,BEZ-235,SN-38,8.4925,ovary
SKOV3,BEZ-235,SORAFENIB,11.3325,ovary
SKOV3,BORTEZOMIB,ABT-888,1.1366666666666665,ovary
SKOV3,BORTEZOMIB,BEZ-235,4.266666666666667,ovary
SKOV3,BORTEZOMIB,DASATINIB,-5.9325,ovary
SKOV3,BORTEZOMIB,DINACICLIB,4.05,ovary
SKOV3,BORTEZOMIB,GELDANAMYCIN,3.41,ovary
SKOV3,BORTEZOMIB,SN-38,0.345,ovary
SKOV3,BORTEZOMIB,SORAFENIB,10.9625,ovary
SKOV3,BORTEZOMIB,TOPOTECAN,-4.39,ovary
SKOV3,CARBOPLATIN,ABT-888,8.22,ovary
SKOV3,CARBOPLATIN,AZD1775,6.585,ovary
SKOV3,CARBOPLATIN,BEZ-235,5.95,ovary
SKOV3,CARBOPLATIN,BORTEZOMIB,3.58,ovary
SKOV3,CARBOPLATIN,DASATINIB,-4.640000000000001,ovary
SKOV3,CARBOPLATIN,DINACICLIB,3.98,ovary
SKOV3,CARBOPLATIN,ERLOTINIB,1.17,ovary
SKOV3,CARBOPLATIN,GELDANAMYCIN,-0.010000000000000009,ovary
SKOV3,CARBOPLATIN,L778123,5.51,ovary
SKOV3,CARBOPLATIN,LAPATINIB,-2.375,ovary
SKOV3,CARBOPLATIN,MK-2206,-3.64,ovary
SKOV3,CARBOPLATIN,MK-4827,3.54,ovary
SKOV3,CARBOPLATIN,MK-5108,6.033333333333334,ovary
SKOV3,CARBOPLATIN,MK-8669,7.1875,ovary
SKOV3,CARBOPLATIN,MK-8776,8.35,ovary
SKOV3,CARBOPLATIN,SORAFENIB,1.0400000000000003,ovary
SKOV3,CARBOPLATIN,SUNITINIB,5.776666666666666,ovary
SKOV3,CARBOPLATIN,TEMOZOLOMIDE,4.29,ovary
SKOV3,CARBOPLATIN,ZOLINZA,6.5725,ovary
SKOV3,CYCLOPHOSPHAMIDE,ABT-888,11.4875,ovary
SKOV3,CYCLOPHOSPHAMIDE,AZD1775,9.025,ovary
SKOV3,CYCLOPHOSPHAMIDE,BEZ-235,12.37,ovary
SKOV3,CYCLOPHOSPHAMIDE,BORTEZOMIB,-0.19500000000000006,ovary
SKOV3,CYCLOPHOSPHAMIDE,DASATINIB,4.89,ovary
SKOV3,CYCLOPHOSPHAMIDE,DINACICLIB,9.925,ovary
SKOV3,CYCLOPHOSPHAMIDE,ERLOTINIB,6.9125,ovary
SKOV3,CYCLOPHOSPHAMIDE,GELDANAMYCIN,9.7575,ovary
SKOV3,CYCLOPHOSPHAMIDE,L778123,9.145,ovary
SKOV3,CYCLOPHOSPHAMIDE,LAPATINIB,5.616666666666667,ovary
SKOV3,CYCLOPHOSPHAMIDE,MK-2206,9.8525,ovary
SKOV3,CYCLOPHOSPHAMIDE,MK-4827,6.54,ovary
SKOV3,CYCLOPHOSPHAMIDE,MK-5108,15.005,ovary
SKOV3,CYCLOPHOSPHAMIDE,MK-8669,10.5225,ovary
SKOV3,CYCLOPHOSPHAMIDE,MK-8776,10.565,ovary
SKOV3,CYCLOPHOSPHAMIDE,PD325901,7.02,ovary
SKOV3,CYCLOPHOSPHAMIDE,SORAFENIB,19.322499999999998,ovary
SKOV3,CYCLOPHOSPHAMIDE,SUNITINIB,10.5625,ovary
SKOV3,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,8.272499999999999,ovary
SKOV3,CYCLOPHOSPHAMIDE,ZOLINZA,10.712499999999999,ovary
SKOV3,DASATINIB,BEZ-235,3.45,ovary
SKOV3,DASATINIB,GELDANAMYCIN,-4.45,ovary
SKOV3,DASATINIB,MK-8669,-3.91,ovary
SKOV3,DASATINIB,OXALIPLATIN,-4.84,ovary
SKOV3,DASATINIB,SORAFENIB,5.8149999999999995,ovary
SKOV3,DASATINIB,TOPOTECAN,-5.875,ovary
SKOV3,DEXAMETHASONE,ABT-888,0.585,ovary
SKOV3,DEXAMETHASONE,AZD1775,11.432500000000001,ovary
SKOV3,DEXAMETHASONE,BEZ-235,8.2,ovary
SKOV3,DEXAMETHASONE,BORTEZOMIB,-3.45,ovary
SKOV3,DEXAMETHASONE,DASATINIB,7.9350000000000005,ovary
SKOV3,DEXAMETHASONE,DINACICLIB,4.8325,ovary
SKOV3,DEXAMETHASONE,ERLOTINIB,10.16,ovary
SKOV3,DEXAMETHASONE,GELDANAMYCIN,4.43,ovary
SKOV3,DEXAMETHASONE,L778123,10.3075,ovary
SKOV3,DEXAMETHASONE,LAPATINIB,11.987499999999999,ovary
SKOV3,DEXAMETHASONE,MK-2206,10.155000000000001,ovary
SKOV3,DEXAMETHASONE,MK-4827,7.413333333333333,ovary
SKOV3,DEXAMETHASONE,MK-5108,9.817499999999999,ovary
SKOV3,DEXAMETHASONE,MK-8669,9.81,ovary
SKOV3,DEXAMETHASONE,MK-8776,5.03,ovary
SKOV3,DEXAMETHASONE,PD325901,8.2,ovary
SKOV3,DEXAMETHASONE,SORAFENIB,8.745000000000001,ovary
SKOV3,DEXAMETHASONE,SUNITINIB,15.6375,ovary
SKOV3,DEXAMETHASONE,TEMOZOLOMIDE,6.4825,ovary
SKOV3,DEXAMETHASONE,ZOLINZA,-3.65,ovary
SKOV3,DINACICLIB,MK-8776,8.43,ovary
SKOV3,DOXORUBICIN,ABT-888,7.3950000000000005,ovary
SKOV3,DOXORUBICIN,AZD1775,9.0925,ovary
SKOV3,DOXORUBICIN,BEZ-235,5.830000000000001,ovary
SKOV3,DOXORUBICIN,DINACICLIB,7.785,ovary
SKOV3,DOXORUBICIN,ERLOTINIB,-4.543333333333333,ovary
SKOV3,DOXORUBICIN,GELDANAMYCIN,3.986666666666667,ovary
SKOV3,DOXORUBICIN,L778123,-10.6425,ovary
SKOV3,DOXORUBICIN,LAPATINIB,3.28,ovary
SKOV3,DOXORUBICIN,MK-2206,5.62,ovary
SKOV3,DOXORUBICIN,MK-4827,-5.4275,ovary
SKOV3,DOXORUBICIN,MK-5108,-4.6850000000000005,ovary
SKOV3,DOXORUBICIN,MK-8669,7.7975,ovary
SKOV3,DOXORUBICIN,MK-8776,8.030000000000001,ovary
SKOV3,DOXORUBICIN,SORAFENIB,0.3900000000000001,ovary
SKOV3,DOXORUBICIN,SUNITINIB,-4.785,ovary
SKOV3,DOXORUBICIN,TEMOZOLOMIDE,5.4675,ovary
SKOV3,DOXORUBICIN,ZOLINZA,11.8575,ovary
SKOV3,ERLOTINIB,ABT-888,4.785,ovary
SKOV3,ERLOTINIB,BEZ-235,7.1775,ovary
SKOV3,ERLOTINIB,DINACICLIB,6.4375,ovary
SKOV3,ERLOTINIB,MK-8669,7.960000000000001,ovary
SKOV3,ERLOTINIB,MK-8776,6.385,ovary
SKOV3,ERLOTINIB,PD325901,-3.37,ovary
SKOV3,ERLOTINIB,SN-38,8.5375,ovary
SKOV3,ERLOTINIB,SORAFENIB,11.752500000000001,ovary
SKOV3,ERLOTINIB,TOPOTECAN,3.3,ovary
SKOV3,ETOPOSIDE,ABT-888,9.159999999999998,ovary
SKOV3,ETOPOSIDE,AZD1775,5.503333333333334,ovary
SKOV3,ETOPOSIDE,BEZ-235,5.5649999999999995,ovary
SKOV3,ETOPOSIDE,BORTEZOMIB,3.62,ovary
SKOV3,ETOPOSIDE,DASATINIB,-7.18,ovary
SKOV3,ETOPOSIDE,DINACICLIB,4.81,ovary
SKOV3,ETOPOSIDE,ERLOTINIB,6.525,ovary
SKOV3,ETOPOSIDE,GELDANAMYCIN,6.4525,ovary
SKOV3,ETOPOSIDE,LAPATINIB,5.72,ovary
SKOV3,ETOPOSIDE,MK-4827,5.713333333333334,ovary
SKOV3,ETOPOSIDE,MK-5108,6.615,ovary
SKOV3,ETOPOSIDE,MK-8669,3.4,ovary
SKOV3,ETOPOSIDE,MK-8776,7.279999999999999,ovary
SKOV3,ETOPOSIDE,PD325901,4.465,ovary
SKOV3,ETOPOSIDE,SORAFENIB,10.5225,ovary
SKOV3,ETOPOSIDE,SUNITINIB,5.57,ovary
SKOV3,ETOPOSIDE,TEMOZOLOMIDE,1.9625,ovary
SKOV3,ETOPOSIDE,ZOLINZA,8.645,ovary
SKOV3,GELDANAMYCIN,DINACICLIB,5.04,ovary
SKOV3,GELDANAMYCIN,MK-8776,-4.276666666666666,ovary
SKOV3,GELDANAMYCIN,OXALIPLATIN,5.25,ovary
SKOV3,GELDANAMYCIN,SN-38,5.953333333333333,ovary
SKOV3,GELDANAMYCIN,SORAFENIB,10.905,ovary
SKOV3,GEMCITABINE,ABT-888,5.14,ovary
SKOV3,GEMCITABINE,AZD1775,17.6025,ovary
SKOV3,GEMCITABINE,BEZ-235,9.3325,ovary
SKOV3,GEMCITABINE,BORTEZOMIB,4.09,ovary
SKOV3,GEMCITABINE,DASATINIB,-4.71,ovary
SKOV3,GEMCITABINE,DINACICLIB,6.9675,ovary
SKOV3,GEMCITABINE,ERLOTINIB,4.56,ovary
SKOV3,GEMCITABINE,LAPATINIB,-6.173333333333333,ovary
SKOV3,GEMCITABINE,MK-2206,-1.48,ovary
SKOV3,GEMCITABINE,MK-4827,3.13,ovary
SKOV3,GEMCITABINE,MK-5108,9.885,ovary
SKOV3,GEMCITABINE,MK-8669,11.620000000000001,ovary
SKOV3,GEMCITABINE,MK-8776,30.7575,ovary
SKOV3,GEMCITABINE,PD325901,3.7824999999999998,ovary
SKOV3,GEMCITABINE,SORAFENIB,7.7625,ovary
SKOV3,GEMCITABINE,SUNITINIB,7.195,ovary
SKOV3,GEMCITABINE,TEMOZOLOMIDE,9.450000000000001,ovary
SKOV3,L778123,ABT-888,7.506666666666667,ovary
SKOV3,L778123,AZD1775,12.657499999999999,ovary
SKOV3,L778123,BEZ-235,13.625,ovary
SKOV3,L778123,DASATINIB,5.46,ovary
SKOV3,L778123,DINACICLIB,11.915,ovary
SKOV3,L778123,ERLOTINIB,7.725,ovary
SKOV3,L778123,ETOPOSIDE,6.59,ovary
SKOV3,L778123,GELDANAMYCIN,9.934999999999999,ovary
SKOV3,L778123,GEMCITABINE,5.39,ovary
SKOV3,L778123,LAPATINIB,9.213333333333333,ovary
SKOV3,L778123,MK-2206,11.1775,ovary
SKOV3,L778123,MK-4827,6.567500000000001,ovary
SKOV3,L778123,MK-5108,15.255,ovary
SKOV3,L778123,MK-8669,19.3875,ovary
SKOV3,L778123,MK-8776,4.94,ovary
SKOV3,L778123,OXALIPLATIN,4.3100000000000005,ovary
SKOV3,L778123,PD325901,8.83,ovary
SKOV3,L778123,SN-38,5.82,ovary
SKOV3,L778123,SORAFENIB,18.45,ovary
SKOV3,L778123,SUNITINIB,17.5625,ovary
SKOV3,L778123,TEMOZOLOMIDE,9.65,ovary
SKOV3,L778123,TOPOTECAN,15.22,ovary
SKOV3,L778123,VINORELBINE,-6.154999999999999,ovary
SKOV3,L778123,ZOLINZA,12.9175,ovary
SKOV3,LAPATINIB,ABT-888,4.4525,ovary
SKOV3,LAPATINIB,BEZ-235,5.1850000000000005,ovary
SKOV3,LAPATINIB,BORTEZOMIB,1.4075,ovary
SKOV3,LAPATINIB,DASATINIB,5.66,ovary
SKOV3,LAPATINIB,DINACICLIB,4.4725,ovary
SKOV3,LAPATINIB,ERLOTINIB,-4.13,ovary
SKOV3,LAPATINIB,GELDANAMYCIN,5.18,ovary
SKOV3,LAPATINIB,MK-2206,7.244999999999999,ovary
SKOV3,LAPATINIB,MK-4827,5.14,ovary
SKOV3,LAPATINIB,MK-5108,6.2700000000000005,ovary
SKOV3,LAPATINIB,MK-8669,6.336666666666666,ovary
SKOV3,LAPATINIB,MK-8776,-3.76,ovary
SKOV3,LAPATINIB,OXALIPLATIN,-4.2,ovary
SKOV3,LAPATINIB,PD325901,-5.585,ovary
SKOV3,LAPATINIB,SN-38,8.4325,ovary
SKOV3,LAPATINIB,SORAFENIB,11.86,ovary
SKOV3,LAPATINIB,TOPOTECAN,-8.5725,ovary
SKOV3,METFORMIN,ABT-888,-4.34,ovary
SKOV3,METFORMIN,AZD1775,9.79,ovary
SKOV3,METFORMIN,BEZ-235,6.995,ovary
SKOV3,METFORMIN,BORTEZOMIB,-5.98,ovary
SKOV3,METFORMIN,DASATINIB,-4.12,ovary
SKOV3,METFORMIN,DINACICLIB,5.373333333333332,ovary
SKOV3,METFORMIN,ERLOTINIB,-4.06,ovary
SKOV3,METFORMIN,GELDANAMYCIN,-3.25,ovary
SKOV3,METFORMIN,L778123,6.616666666666667,ovary
SKOV3,METFORMIN,MK-5108,6.8100000000000005,ovary
SKOV3,METFORMIN,MK-8669,6.113333333333333,ovary
SKOV3,METFORMIN,MK-8776,3.535,ovary
SKOV3,METFORMIN,PD325901,-6.455,ovary
SKOV3,METFORMIN,SORAFENIB,13.2675,ovary
